bios,bluetooth,link,name,network,processor,system,usb,video,wireless
HP T74 Ver. 01.06.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28777/20.04%20LTS,HP EliteBook x360 830 G8 Notebook PC,Intel Corp. Ethernet Connection (13) I219-LM  (8086:15fb),Intel Corp. 11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S91 Ver. 01.02.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202009-28216/20.04%20LTS,HP EliteBook x360 830 G8 Notebook PC,,Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104M [GeForce RTX 2070 SUPER Mobile / Max-Q]  (10de:1e91),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP T72 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28765/20.04%20LTS,HP ProBook 440 G8 Notebook PC,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T72 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28764/20.04%20LTS,HP ProBook 440 G8 Notebook PC,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T74 Ver. 01.06.02,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28773/20.04%20LTS,HP ProBook 440 G8 Notebook PC,Intel Corp. Ethernet Connection (13) I219-V  (8086:15fc),Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T74 Ver. 01.06.03,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28776/20.04%20LTS,HP EliteBook x360 1040 G8 Notebook PC,Intel Corp. Ethernet Connection (13) I219-LM  (8086:15fb),Intel Corp. 11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117M [GeForce MX450]  (10de:1f97),Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T72 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28763/20.04%20LTS,HP EliteBook x360 1040 G8 Notebook PC,,Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28508/20.04%20LTS,HP EliteBook 850 G8 Notebook PC,Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,,"nVidia TU106 USB 3.1 Host Controller  (10de:1ada),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU106GLM [Quadro RTX 3000 Mobile / Max-Q]  (10de:1f36),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP T74 Ver. 01.06.02,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28774/20.04%20LTS,HP EliteBook 850 G8 Notebook PC,Intel Corp. Ethernet Connection (13) I219-LM  (8086:15fb),Intel Corp. 11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T70 Ver. 01.03.02,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28762/20.04%20LTS,HP EliteBook 850 G8 Notebook PC,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T70 Ver. 01.03.02,"Realtek Semiconductor Co., Ltd. 0bda:b00c  (0bda:b00c)",https://ubuntu.com/certified/202104-28981/20.04%20LTS,HP EliteBook 850 G8 Notebook PC,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. 8086:9a78  (8086:9a78),"Realtek Semiconductor Co., Ltd. RTL8822CE 802.11ac PCIe Wireless Network Adapter  (10ec:c822)"
HP T70 Ver. 01.03.02,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202104-28980/20.04%20LTS,HP Elitebook 840 G7 Notebook PC,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T70 Ver. 01.04.01,Intel Corp. Bluetooth 9460/9560 Jefferson Peak (JfP)  (8087:0aaa),https://ubuntu.com/certified/202106-29176/20.04%20LTS,HP EliteBook 850 G8 Notebook PC,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S92 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28510/20.04%20LTS,HP EliteBook 850 G7 Notebook PC,Intel Corp. Ethernet Connection (10) I219-LM  (8086:0d4e),Intel Corp. Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,,"nVidia TU104 USB 3.1 Host Controller  (10de:1ad8),Intel Corp. Comet Lake USB 3.1 xHCI Host Controller  (8086:06ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia TU104GLM [Quadro RTX 4000 Mobile / Max-Q]  (10de:1eb6),Intel Corp. UHD Graphics  (8086:9bc4)",Intel Corp. Wireless AX201  (8086:06f0)
HP T77 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202105-29121/20.04%20LTS,HP EliteBook 850 G7 Notebook PC,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S70 Ver. 01.01.05,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202006-27960/20.04%20LTS,Dell XPS 13 9310,,Intel Corp. Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz,HP HP EliteBook 840 G7,"Intel Corp. Comet Lake PCH-LP USB 3.1 xHCI Host Controller  (8086:02ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)",Intel Corp. UHD Graphics  (8086:9b41),Intel Corp. Wireless-AC 9462 Intel(R) Wi-Fi 6 AX201 160MHz (8086:02f0)
HP T76 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28761/20.04%20LTS,Dell XPS 13 9310,,Intel Corp. 11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T93 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202105-29122/20.04%20LTS,HP Elite Dragonfly G2 Notebook PC,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S73 Ver. 01.04.02,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202012-28477/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,,"Intel Corp. Comet Lake PCH-LP USB 3.1 xHCI Host Controller  (8086:02ed),Intel Corp. JHL7540 Thunderbolt 3 USB Controller [Titan Ridge 4C 2018]  (8086:15ec)","nVidia GP108M [GeForce MX250]  (10de:1d13),Intel Corp. UHD Graphics  (8086:9b41)",Intel Corp. Wireless-AC 9462 Intel(R) Wi-Fi 6 AX201 160MHz (8086:02f0)
HP T76 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202106-29207/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP S71 Ver. 01.03.02,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202005-27901/20.04%20LTS,Dell XPS 13 9300,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,HP HP ProBook 440 G7,Intel Corp. Comet Lake PCH-LP USB 3.1 xHCI Host Controller  (8086:02ed),Intel Corp. UHD Graphics  (8086:9b41),Intel Corp. Wireless-AC 9462  (8086:02f0)
Dell 0.2.11,,https://ubuntu.com/certified/202007-28063/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Dell XPS 13 9310,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP Thunderbolt NHI #1  (8086:9a1d),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),
HP T70 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202106-29177/20.04%20LTS,Dell XPS 13 9300,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T76 Ver. 01.06.00,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28759/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed),Sony MicroVault Flash Drive  (054c:0243),Sony 054c:09c4  (054c:09c4)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T76 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202106-29206/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T76 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28760/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia TU117M [GeForce MX450]  (10de:1f97),Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T76 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202105-29120/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.2.11,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202007-28040/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Dell XPS 13 9310,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP Thunderbolt NHI #1  (8086:9a1d),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.1.32,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/201911-27469/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,Dell XPS 13 9300,"Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Ice Lake Thunderbolt 3 USB Controller  (8086:8a13)",Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),Intel Corp. Killer Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW)  (8086:34f0)
Dell 0.2.11,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202007-28045/20.04%20LTS,Dell XPS 13 9300,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Dell XPS 13 9310,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP Thunderbolt NHI #1  (8086:9a1d),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.1.32,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/201911-27454/20.04%20LTS,Dell XPS 13 9310,,Intel Corp. Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,Dell XPS 13 9300,"Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Ice Lake Thunderbolt 3 USB Controller  (8086:8a13)",Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),Intel Corp. Killer Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW)  (8086:34f0)
HP T76 Ver. 01.06.00,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202103-28758/20.04%20LTS,Dell XPS 13 9310,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
HP T90 Ver. 01.04.01,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202105-29123/20.04%20LTS,Dell Vostro 5510 (Core i5-11300H),,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,"Intel Corp. Tiger Lake-LP Thunderbolt 4 USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt 4 NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. TigerLake-LP GT2 [Iris Xe Graphics]  (8086:9a49),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.1.32,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/201911-27457/20.04%20LTS,Dell Vostro 5301,,Intel Corp. Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz,Dell XPS 13 9300,"Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Ice Lake Thunderbolt 3 USB Controller  (8086:8a13)",Intel Corp. Iris Plus Graphics G1 (Ice Lake)  (8086:8a56),Intel Corp. Killer Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW)  (8086:34f0)
Dell 0.2.11,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202007-28046/20.04%20LTS,Dell Vostro 3511 (Core i7-1165G7),,Intel Corp. 11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz,Dell XPS 13 9310,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP Thunderbolt NHI #1  (8086:9a1d),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. 8086:9a78  (8086:9a78),Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 1.1.0,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/202007-28052/20.04%20LTS,Dell Vostro 5402,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Dell Vostro 5502,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia GP107M [GeForce MX350]  (10de:1c94),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
Dell 0.4.9,"Realtek Semiconductor Co., Ltd. 0bda:c829  (0bda:c829)",https://ubuntu.com/certified/202104-28925/20.04%20LTS,Dell Vostro 3515,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Ryzen 3 3250U with Radeon Graphics",,Advanced Micro Devices [AMD] Raven2 USB 3.1  (1022:15e5),"Advanced Micro Devices, Inc. [AMD/ATI] Picasso  (1002:15d8)","Realtek Semiconductor Co., Ltd. RTL8821CE 802.11ac PCIe Wireless Network Adapter  (10ec:c821)"
Dell 0.1.32,Intel Corp. 8087:0026  (8087:0026),https://ubuntu.com/certified/201910-27450/20.04%20LTS,Dell Vostro 5410,,Intel Corp. Intel(R) Core(TM) i7-1065G7 CPU @ 1.30GHz,Dell XPS 13 9300,"Intel Corp. Ice Lake-LP USB 3.1 xHCI Host Controller  (8086:34ed),Intel Corp. Ice Lake Thunderbolt 3 USB Controller  (8086:8a13),SanDisk 0781:55a3  (0781:55a3)",Intel Corp. Iris Plus Graphics G7  (8086:8a52),Intel Corp. Killer Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW)  (8086:34f0)
Dell 0.2.4,Atheros Communications 0cf3:e007  (0cf3:e007),https://ubuntu.com/certified/202101-28604/20.04%20LTS,Dell Vostro 3500,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)",Intel Corp. 11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz,Dell Vostro 5510,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)",Intel Corp. UHD Graphics  (8086:9a49),Qualcomm Atheros Killer N1525 Wireless-AC  (168c:003e)
Dell 0.4.9,"Realtek Semiconductor Co., Ltd. 0bda:c829  (0bda:c829)",https://ubuntu.com/certified/202104-28926/20.04%20LTS,Dell Vostro 3500,"Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller  (10ec:8168)","Advanced Micro Devices, Inc. AMD Ryzen 7 3700U with Radeon Vega Mobile Gfx",,"Advanced Micro Devices [AMD] Raven USB 3.1  (1022:15e0),Advanced Micro Devices [AMD] Raven USB 3.1  (1022:15e1)","Advanced Micro Devices, Inc. [AMD/ATI] Picasso  (1002:15d8)","Realtek Semiconductor Co., Ltd. RTL8821CE 802.11ac PCIe Wireless Network Adapter  (10ec:c821)"
Dell 0.6.1,Intel Corp. Bluetooth 9460/9560 Jefferson Peak (JfP)  (8087:0aaa),https://ubuntu.com/certified/202007-28047/20.04%20LTS,Dell Vostro 3500,,Intel Corp. 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,Dell Vostro 5301,"Intel Corp. Tiger Lake-LP Thunderbolt USB Controller  (8086:9a13),Intel Corp. Tiger Lake-LP Thunderbolt NHI #0  (8086:9a1b),Intel Corp. Tiger Lake-LP USB 3.2 Gen 2x1 xHCI Host Controller  (8086:a0ed)","nVidia GP107M [GeForce MX350]  (10de:1c94),Intel Corp. UHD Graphics  (8086:9a49)",Intel Corp. Wi-Fi 6 AX201  (8086:a0f0)
